Frame,Pixel Count
GMG,12765
MOG,3719
MOG2,43472
KNN,1311
CNT,9838
GMG,12768
MOG,3653
MOG2,43499
KNN,1276
CNT,9925
GMG,12671
MOG,3661
MOG2,43456
KNN,1292
CNT,9792
GMG,12644
MOG,3709
MOG2,43545
KNN,1248
CNT,9819
GMG,12484
MOG,3579
MOG2,43444
KNN,1239
CNT,9730
GMG,12397
MOG,3519
MOG2,43442
KNN,1282
CNT,9640
GMG,12275
MOG,3561
MOG2,43367
KNN,1272
CNT,9568
GMG,12181
MOG,3654
MOG2,43196
KNN,1287
CNT,9515
GMG,12098
MOG,3684
MOG2,43126
KNN,1311
CNT,9457
GMG,12019
MOG,3700
MOG2,43158
KNN,1298
CNT,9426
GMG,11896
MOG,3659
MOG2,43162
KNN,1327
CNT,9351
GMG,11838
MOG,3615
MOG2,43143
KNN,1400
CNT,9489
GMG,11830
MOG,3559
MOG2,43031
KNN,1381
CNT,9431
GMG,11693
MOG,3539
MOG2,42953
KNN,1381
CNT,9366
GMG,11605
MOG,3515
MOG2,42880
KNN,1395
CNT,9245
GMG,11611
MOG,3520
MOG2,42965
KNN,1374
CNT,9306
GMG,11534
MOG,3497
MOG2,42930
KNN,1360
CNT,9260
GMG,11475
MOG,3523
MOG2,42891
KNN,1309
CNT,9183
GMG,11453
MOG,3413
MOG2,42765
KNN,1327
CNT,9108
GMG,11404
MOG,3478
MOG2,42797
KNN,1288
CNT,9071
GMG,11331
MOG,3390
MOG2,42857
KNN,1316
CNT,8989
GMG,11277
MOG,3453
MOG2,42802
KNN,1291
CNT,8901
GMG,11216
MOG,3378
MOG2,42791
KNN,1303
CNT,8820
GMG,11209
MOG,3437
MOG2,42784
KNN,1266
CNT,8804
GMG,11143
MOG,3484
MOG2,42726
KNN,1279
CNT,8659
GMG,11109
MOG,3308
MOG2,42722
KNN,1287
CNT,8544
GMG,11255
MOG,3315
MOG2,42552
KNN,1342
CNT,8569
GMG,11244
MOG,3302
MOG2,42565
KNN,1329
CNT,8529
GMG,11168
MOG,3335
MOG2,42538
KNN,1317
CNT,8364
GMG,11078
MOG,3352
MOG2,42498
KNN,1295
CNT,8247
GMG,10935
MOG,3353
MOG2,42415
KNN,1280
CNT,8057
GMG,10907
MOG,3318
MOG2,42459
KNN,1252
CNT,8029
GMG,10840
MOG,3349
MOG2,42394
KNN,1248
CNT,7914
GMG,10810
MOG,3414
MOG2,42362
KNN,1222
CNT,7865
GMG,10733
MOG,3373
MOG2,42313
KNN,1285
CNT,7755
GMG,10646
MOG,3506
MOG2,42280
KNN,1234
CNT,7615
GMG,10600
MOG,3544
MOG2,42272
KNN,1284
CNT,7510
GMG,10510
MOG,3436
MOG2,42282
KNN,1256
CNT,7396
GMG,10427
MOG,3419
MOG2,42244
KNN,1286
CNT,7252
GMG,10468
MOG,3498
MOG2,42285
KNN,1295
CNT,7292
GMG,10341
MOG,3359
MOG2,42207
KNN,1256
CNT,7131
GMG,10395
MOG,3376
MOG2,42125
KNN,1272
CNT,7163
GMG,10299
MOG,3366
MOG2,42081
KNN,1260
CNT,7109
GMG,10288
MOG,3373
MOG2,42219
KNN,1243
CNT,7137
GMG,10203
MOG,3359
MOG2,42136
KNN,1255
CNT,6971
GMG,10173
MOG,3458
MOG2,42231
KNN,1266
CNT,6926
GMG,10006
MOG,3453
MOG2,42155
KNN,1235
CNT,6756
GMG,10019
MOG,3559
MOG2,42209
KNN,1227
CNT,6761
GMG,9912
MOG,3551
MOG2,42204
KNN,1220
CNT,6648
GMG,9857
MOG,3646
MOG2,42164
KNN,1157
CNT,6579
GMG,9754
MOG,3560
MOG2,42153
KNN,1217
CNT,6079
GMG,9769
MOG,3660
MOG2,42160
KNN,1176
CNT,5929
GMG,9668
MOG,3613
MOG2,42111
KNN,1190
CNT,5823
GMG,9617
MOG,3617
MOG2,42166
KNN,1159
CNT,5796
GMG,9524
MOG,3646
MOG2,42000
KNN,1126
CNT,5819
GMG,9516
MOG,3559
MOG2,42019
KNN,1154
CNT,5883
GMG,9508
MOG,3563
MOG2,41923
KNN,1180
CNT,5986
GMG,9467
MOG,3489
MOG2,41879
KNN,1224
CNT,5980
GMG,9343
MOG,3465
MOG2,41737
KNN,1232
CNT,5956
GMG,9231
MOG,3316
MOG2,41708
KNN,1225
CNT,5948
GMG,9142
MOG,3383
MOG2,41618
KNN,1211
CNT,5892
GMG,9030
MOG,3350
MOG2,41540
KNN,1136
CNT,5817
GMG,8921
MOG,3393
MOG2,41424
KNN,1121
CNT,5756
GMG,8862
MOG,3325
MOG2,41209
KNN,1083
CNT,5701
GMG,8690
MOG,3240
MOG2,41184
KNN,1066
CNT,5577
GMG,8578
MOG,3194
MOG2,41021
KNN,1045
CNT,5487
GMG,8485
MOG,3288
MOG2,40964
KNN,1028
CNT,5416
GMG,8388
MOG,3261
MOG2,40963
KNN,976
CNT,5355
GMG,8307
MOG,3264
MOG2,40750
KNN,974
CNT,5299
GMG,8309
MOG,3232
MOG2,40808
KNN,910
CNT,5314
GMG,8128
MOG,3207
MOG2,40729
KNN,884
CNT,5167
GMG,8137
MOG,3042
MOG2,40638
KNN,880
CNT,5211
GMG,8073
MOG,3062
MOG2,40574
KNN,857
CNT,5232
GMG,7956
MOG,2959
MOG2,40541
KNN,837
CNT,5193
GMG,7845
MOG,2859
MOG2,40307
KNN,787
CNT,5112
GMG,7772
MOG,2862
MOG2,40342
KNN,758
CNT,5027
GMG,7692
MOG,2916
MOG2,40321
KNN,793
CNT,5008
GMG,7576
MOG,2893
MOG2,40282
KNN,767
CNT,4895
GMG,7508
MOG,2814
MOG2,40191
KNN,762
CNT,4864
GMG,7460
MOG,2908
MOG2,40193
KNN,749
CNT,4826
GMG,7360
MOG,2914
MOG2,40082
KNN,730
CNT,4729
GMG,7255
MOG,2883
MOG2,40008
KNN,732
CNT,4704
GMG,7217
MOG,2893
MOG2,40033
KNN,777
CNT,4697
GMG,7131
MOG,2767
MOG2,39934
KNN,775
CNT,4628
GMG,7096
MOG,2939
MOG2,39870
KNN,791
CNT,4613
GMG,7048
MOG,2886
MOG2,39930
KNN,833
CNT,4589
GMG,8132
MOG,5345
MOG2,39601
KNN,808
CNT,6275
GMG,8101
MOG,4500
MOG2,39615
KNN,794
CNT,6257
GMG,8015
MOG,3972
MOG2,39557
KNN,804
CNT,6319
GMG,7944
MOG,3039
MOG2,39652
KNN,796
CNT,6340
GMG,7989
MOG,3183
MOG2,39677
KNN,799
CNT,6380
GMG,7944
MOG,3278
MOG2,39687
KNN,832
CNT,6341
GMG,7966
MOG,3291
MOG2,39700
KNN,846
CNT,6325
GMG,7888
MOG,3358
MOG2,39720
KNN,856
CNT,6342
GMG,7855
MOG,3384
MOG2,39632
KNN,850
CNT,6338
GMG,7811
MOG,3490
MOG2,39589
KNN,827
CNT,6337
GMG,7776
MOG,3458
MOG2,39548
KNN,854
CNT,6290
GMG,7774
MOG,3454
MOG2,39638
KNN,890
CNT,6328
GMG,7737
MOG,3470
MOG2,39647
KNN,903
CNT,6336
GMG,7761
MOG,3490
MOG2,39729
KNN,906
CNT,6411
GMG,7749
MOG,3595
MOG2,39662
KNN,895
CNT,6432
GMG,7817
MOG,3623
MOG2,39670
KNN,894
CNT,6491
GMG,7906
MOG,3578
MOG2,39705
KNN,890
CNT,6528
GMG,7910
MOG,3665
MOG2,39656
KNN,879
CNT,6557
GMG,7896
MOG,3828
MOG2,39619
KNN,886
CNT,6575
GMG,7925
MOG,3799
MOG2,39737
KNN,891
CNT,6601
GMG,7842
MOG,3851
MOG2,39693
KNN,892
CNT,6595
GMG,7875
MOG,3944
MOG2,39804
KNN,905
CNT,6701
GMG,7893
MOG,4075
MOG2,39749
KNN,944
CNT,6730
GMG,7858
MOG,4015
MOG2,39708
KNN,947
CNT,6731
GMG,7854
MOG,4199
MOG2,39658
KNN,949
CNT,6751
GMG,7862
MOG,4256
MOG2,39652
KNN,940
CNT,6777
GMG,7810
MOG,4265
MOG2,39625
KNN,942
CNT,6746
GMG,7794
MOG,4256
MOG2,39640
KNN,905
CNT,6734
GMG,7735
MOG,4391
MOG2,39554
KNN,913
CNT,6626
GMG,7761
MOG,4361
MOG2,39563
KNN,936
CNT,6560
GMG,7881
MOG,4354
MOG2,39423
KNN,949
CNT,6630
GMG,7808
MOG,4351
MOG2,39314
KNN,950
CNT,6533
GMG,7771
MOG,4320
MOG2,39232
KNN,944
CNT,6511
GMG,7702
MOG,4418
MOG2,39169
KNN,920
CNT,6391
GMG,7638
MOG,4299
MOG2,39114
KNN,928
CNT,6274
GMG,7563
MOG,4328
MOG2,39042
KNN,914
CNT,6236
GMG,7605
MOG,4389
MOG2,39010
KNN,888
CNT,6190
GMG,7609
MOG,4367
MOG2,38941
KNN,912
CNT,6192
GMG,7543
MOG,4273
MOG2,38848
KNN,899
CNT,6099
GMG,7553
MOG,4206
MOG2,38765
KNN,889
CNT,6023
GMG,7547
MOG,4190
MOG2,38720
KNN,881
CNT,5970
GMG,7469
MOG,4192
MOG2,38643
KNN,907
CNT,5974
GMG,7510
MOG,4192
MOG2,38564
KNN,899
CNT,5958
GMG,7440
MOG,4034
MOG2,38496
KNN,885
CNT,5964
GMG,7423
MOG,4102
MOG2,38405
KNN,845
CNT,5943
GMG,7506
MOG,4114
MOG2,38260
KNN,852
CNT,6011
GMG,7442
MOG,4029
MOG2,38156
KNN,913
CNT,5985
GMG,7340
MOG,4024
MOG2,37959
KNN,864
CNT,5876
GMG,7279
MOG,3865
MOG2,37809
KNN,842
CNT,5812
GMG,7181
MOG,3888
MOG2,37704
KNN,822
CNT,5735
GMG,7043
MOG,3825
MOG2,37588
KNN,819
CNT,5616
GMG,7090
MOG,3741
MOG2,37458
KNN,800
CNT,5618
GMG,7015
MOG,3744
MOG2,37252
KNN,787
CNT,5517
GMG,6935
MOG,3569
MOG2,37198
KNN,791
CNT,5431
GMG,6840
MOG,3607
MOG2,37037
KNN,790
CNT,5094
GMG,6819
MOG,3611
MOG2,36971
KNN,807
CNT,5021
GMG,6763
MOG,3650
MOG2,36887
KNN,805
CNT,5003
GMG,6689
MOG,3514
MOG2,36826
KNN,772
CNT,4987
GMG,6644
MOG,3564
MOG2,36695
KNN,768
CNT,4959
GMG,6669
MOG,3513
MOG2,36693
KNN,812
CNT,4982
GMG,6685
MOG,3533
MOG2,36668
KNN,820
CNT,5030
GMG,6691
MOG,3516
MOG2,36508
KNN,790
CNT,4997
GMG,6697
MOG,3407
MOG2,36463
KNN,789
CNT,4953
GMG,6632
MOG,3466
MOG2,36499
KNN,784
CNT,4951
GMG,6544
MOG,3486
MOG2,36450
KNN,792
CNT,4917
GMG,6576
MOG,3582
MOG2,36435
KNN,812
CNT,4902
GMG,6581
MOG,3563
MOG2,36372
KNN,827
CNT,4918
GMG,6531
MOG,3572
MOG2,36388
KNN,819
CNT,4923
GMG,6508
MOG,3581
MOG2,36338
KNN,840
CNT,4916
GMG,6520
MOG,3613
MOG2,36342
KNN,813
CNT,4941
GMG,6530
MOG,3643
MOG2,36290
KNN,792
CNT,4924
GMG,6499
MOG,3732
MOG2,36295
KNN,815
CNT,4936
GMG,6486
MOG,3661
MOG2,36208
KNN,818
CNT,4906
GMG,6452
MOG,3695
MOG2,36239
KNN,822
CNT,4903
GMG,6382
MOG,3711
MOG2,36177
KNN,800
CNT,4826
GMG,6329
MOG,3645
MOG2,36081
KNN,809
CNT,4779
GMG,6275
MOG,3588
MOG2,35992
KNN,796
CNT,4748
GMG,6231
MOG,3539
MOG2,35965
KNN,807
CNT,4673
GMG,6205
MOG,3531
MOG2,35904
KNN,815
CNT,4680
GMG,6131
MOG,3513
MOG2,35916
KNN,800
CNT,4623
GMG,6000
MOG,3556
MOG2,35802
KNN,789
CNT,4526
GMG,5935
MOG,3474
MOG2,35804
KNN,768
CNT,4490
GMG,5881
MOG,3478
MOG2,35716
KNN,754
CNT,4455
GMG,5781
MOG,3485
MOG2,35690
KNN,744
CNT,4336
GMG,5762
MOG,3324
MOG2,35600
KNN,726
CNT,4292
GMG,5656
MOG,3415
MOG2,35525
KNN,722
CNT,4220
GMG,5599
MOG,3419
MOG2,35366
KNN,707
CNT,4144
GMG,5530
MOG,3314
MOG2,35399
KNN,699
CNT,4119
GMG,5494
MOG,3270
MOG2,35311
KNN,706
CNT,4095
